work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4390755696,feature subset selection for multi-scale neighborhood decision information system via mutual information,artificial intelligence review,"lujing zhang, guoping lin, ling wei, yi kou","w110140341, w1169440139, w1560107318","knowledge acquisition in inconsistent multi-scale decision systems, compacted decision tables based attribute reduction, correlation-based feature selection for discrete and numeric class machine learning","lecture notes in computer science, knowledge-based systems, international conference on machine learning","shen-ming gu, wei-zhi wu, wei wei, junhong wang, jiye liang, xin mi, chuangyin dang, mark a. hall"
w4390974023,novel person detection and suspicious activity recognition using enhanced yolov5 and motion feature map,artificial intelligence review,"ujwalla gawande, kamal hajari, yogesh golhar","w1536680647, w1809347934, w1989247008","fast r-cnn, tracking of abrupt motion using wang-landau monte carlo estimation, multi-level attention model for tracking and segmentation of objects under complex occlusion","source not found, lecture notes in computer science, bt technology journal","ross girshick, junseok kwon, kyoung mu lee, lizhi xu, pere martí-puig"
w4391052842,"exploring aspect-based sentiment quadruple extraction with implicit aspects, opinions, and chatgpt: a comprehensive survey",artificial intelligence review,"hao zhang, yu–n cheah, osamah mohammed alyasiri, jieyu an","w1622600386, w2100362224, w2112744748","representation learning for aspect category detection in online reviews, a novel lexicalized hmm-based learning framework for web opinion mining, movie review mining and summarization","proceedings of the aaai conference on artificial intelligence, source not found, source not found","xinjie zhou, xiaojun wan, jianguo xiao, wei jin, hung hay ho, zhuang li, jing feng, xiaoyan zhu"
w4391218191,"a survey on neural topic models: methods, applications, and challenges",artificial intelligence review,"xiaobao wu, thong nguyen, anh tuan luu","w1714665356, w2033593667, w2038043464","a biterm topic model for short texts, polylingual topic models, exploring the space of topic coherence measures","source not found, source not found, source not found","xiaohui yan, jiafeng guo, yanyan lan, xueqi cheng, david mimno, hanna wallach, jason naradowsky, david a. smith, andrew mccallum, michael röder, andreas both, alexander hinneburg"
w4391317914,exploring data mining and machine learning in gynecologic oncology,artificial intelligence review,"ferdaous idlahcen, ali idri, evgin göçeri","w1964211492, w1976637602, w1988558796","application of gene expression programming and neural networks to predict adverse events of radical hysterectomy in cervical cancer patients, the role of mass spectrometry in the “omics” era, interobserver reproducibility of cervical cytologic and histologic interpretations&lt;subtitle&gt;realistic estimates from the ascus-lsil triage study&lt;/subtitle&gt;","medical & biological engineering & computing, current organic chemistry, jama","maciej kusy, bogdan obrzut, jacek kluska, francesco girolamo, isabella lante, maurizio muraca, lorenza putignani, mark h. stoler"
w4391321561,a survey on training challenges in generative adversarial networks for biomedical image analysis,artificial intelligence review,"muhammad muneeb saad, ruairi o’reilly, mubashir husain rehmani","w1580389772, w1901129140, w2108598243","multiscale structural similarity for image quality assessment, u-net: convolutional networks for biomedical image segmentation, imagenet: a large-scale hierarchical image database","source not found, lecture notes in computer science, 2009 ieee conference on computer vision and pattern recognition","zhou wang, eero p. simoncelli, alan c. bovik, olaf ronneberger, philipp fischer, thomas brox, jia deng, wei dong, richard socher, li-jia li, kai li, li fei-fei"
w4391343475,dwsr: an architecture optimization framework for adaptive super-resolution neural networks based on meta-heuristics,artificial intelligence review,"shu‐chuan chu, zhi-chao dou, jeng‐shyang pan, lingping kong, václav snåšel, junzo watada","w1577517492, w1786686177, w1791560514","cat swarm optimization, particle swarm optimization (pso). a tutorial, on single image scale-up using sparse-representations","lecture notes in computer science, chemometrics and intelligent laboratory systems, lecture notes in computer science","shu‐chuan chu, pei‐wei tsai, jeng‐shyang pan, federico marini, beata walczak, roman zeyde, michael elad, matan protter"
w4391345988,scientometric analysis of quantum-inspired metaheuristic algorithms,artificial intelligence review,"pooja, sandeep k. sood","w1546298537, w1968569154, w1970732619","a quantum particle swarm optimization, meta-heuristics theory and applications, novel quantum-inspired firefly algorithm for optimal power quality monitor placement","source not found, journal of the operational research society, frontiers in energy","shuyuan yang, min wang, licheng jiao, ibrahim h. osman, j p kelly, ling ai wong, hussain shareef, abdul rahman mohamed, ahmad asrul ibrahim"
w4391360895,exploring the trend of recognizing apple leaf disease detection through machine learning: a comprehensive analysis using bibliometric techniques,artificial intelligence review,"anupam bonkra, sunil pathak, amandeep kaur, mohd asif shah","w1535753778, w1678171433, w1972012119","support vector machines: theory and applications, a descriptive and historical review of bibliometrics with applications to medical sciences, plug-and-play macroscopes","lecture notes in computer science, pharmacotherapy the journal of human pharmacology and drug therapy, communications of the acm","theodoros evgeniou, massimiliano pontil, dennis f. thompson, cheri k. walker, katy börner"
w4391392562,portia spider algorithm: an evolutionary computation approach for engineering application,artificial intelligence review,"pham vu hong son, nghiep trinh nguyen dang","w1595159159, w1608274859, w1659842140","unknown title, geneas: a robust optimal design technique for mechanical component design, adaptation in natural and artificial systems","journal of global optimization, springer ebooks, source not found","rainer storn, kenneth v. price, kalyanmoy deb, john h. holland"
w4391420283,chinese dialect speech recognition: a comprehensive survey,artificial intelligence review,"qiang li, qianyu mai, mandou wang, mingjuan ma","w1560013842, w184039015, w1995562189","fundamentals of speech recognition, multi-accent chinese speech recognition, convolutional neural networks for speech recognition","source not found, interspeech 2022, ieee/acm transactions on audio speech and language processing","lawrence r. rabiner, biing‐hwang juang, yi liu, pascale fung, ossama abdel‐hamid, abdelrahman mohamed, hui jiang, li deng, gerald penn, dong yu"
w4391427613,overview of temporal action detection based on deep learning,artificial intelligence review,"kai hu, chaowen shen, tianyan wang, keer xu, qingfeng xia, min xia, chengxue cai","w1498368596, w1522734439, w1594551768","modeling temporal structure of decomposable motion segments for activity classification, learning spatiotemporal features with 3d convolutional networks, receptive fields and functional architecture in two nonstriate visual areas (18 and 19) of the cat","lecture notes in computer science, source not found, journal of neurophysiology","juan carlos niebles, chih‐wei chen, li fei-fei, du tran, lubomir bourdev, rob fergus, lorenzo torresani, manohar paluri, david h. hubel, torsten n. wiesel"
w4391485390,lq-norm multiple kernel fusion regression for self-cleansing sediment transport,artificial intelligence review,"mir jafar sadegh safari, shervin rahimzadeh arashloo, mehrnoush kohandel gargari","w2000945663, w2005652116, w2025404282","tractive force design for sanitary sewer self-cleansing, new data on shape effects in smooth rectangular channels, urban storm sewer design: approach in consideration of sediments","journal of environmental engineering, journal of hydraulic research, journal of hydraulic engineering","lavere b. merritt, a. k. kazemipour, c. j. apelt, josé junji ota, chandra nalluri"
w4391509716,a nonadditive rough set model for long-term clinical efficacy evaluation of chronic diseases in real-world settings,artificial intelligence review,"xiaoli chu, xu juan, chu xiaodong, bingzhen sun, yan zhang, bao kun, li yan-lin","w1575842192, w1967229060, w1975464269","fuzzy sets in decision analysis, operations research and statistics, some properties of choquet integrals of set-valued functions, rough approximation of a preference relation by dominance relations","the handbooks of fuzzy sets series, fuzzy sets and systems, european journal of operational research","roman słowiński, lee-chae jang, byung moon kil, y. k. kim, joong-sung kwon, salvatore greco, benedetto matarazzo, roman słowiński"
w4391509766,"deep learning based computer aided diagnosis of alzheimer’s disease: a snapshot of last 5 years, gaps, and future directions",artificial intelligence review,"anish bhandarkar, pratham naik, kavita vakkund, srasthi junjappanavar, savita bakare, santosh pattar","w1901129140, w1977539054, w1980584599","u-net: convolutional networks for biomedical image segmentation, neurological findings in alzheimer's disease and normal aging, early detection and differential diagnosis of alzheimer’s disease and depression with neuropsychological tasks","lecture notes in computer science, archives of neurology, dementia and geriatric cognitive disorders","olaf ronneberger, philipp fischer, thomas brox, douglas galasko, pow f. kwo-on-yuen, melville r. klauber, l. j. thal, rachel swainson, j. r. hodges, clare galton, james semple, a. michael, barney dunn, joanna l. iddon, trevor w. robbins, barbara j. sahakian"
w4391511770,transformers in health: a systematic review on architectures for longitudinal data analysis,artificial intelligence review,"clauirton siebra, mascha kurpicz-briki, katarzyna wac","w2469314752, w2607170871, w2899876413","bidirectional rnn for medical event detection in electronic health records, montreal accord on patient-reported outcomes (pros) use series – paper 2: terminology proposed to measure what matters in health, clinical decision support in the era of artificial intelligence","source not found, journal of clinical epidemiology, jama","abhyuday jagannatha, hong yu, nancy e. mayo, sabrina figueiredo, sara ahmed, susan j. bartlett, edward h. shortliffe, martin sepulveda"
w4391514619,a comprehensive survey of artificial intelligence-based techniques for performance enhancement of solid oxide fuel cells: test cases with debates,artificial intelligence review,"hossam ashraf, abdelmonem draz","w1527696706, w1968602897, w1976725479","single and multi-objective optimal power flow using grey wolf optimizer and differential evolution algorithms, study impact of various load models on dg placement and sizing using backtracking search algorithm, short-term scheduling of thermal power systems using hybrid gradient based modified teaching–learning optimizer with black hole algorithm","electric power components and systems, applied soft computing, electric power systems research","attia a. el‐fergany, hany m. hasanien, attia a. el‐fergany, rasoul azizipanah‐abarghooee, taher niknam, farhad bavafa, mohsen zare"
w4391514718,uolonet: based on multi-tasking enhanced small target medical segmentation model,artificial intelligence review,"kejia zhang, lan zhang, haiwei pan","w1536680647, w1745334888, w1901129140","fast r-cnn, learning deconvolution network for semantic segmentation, u-net: convolutional networks for biomedical image segmentation","source not found, source not found, lecture notes in computer science","ross girshick, hyeonwoo noh, seunghoon hong, bohyung han, olaf ronneberger, philipp fischer, thomas brox"
w4391514872,autoencoders and their applications in machine learning: a survey,artificial intelligence review,"kamal berahmand, fatemeh daneshfar, elaheh sadat salehi, yuefeng li, yue xu","w1597576211, w1601124178, w16016350","a survey of fault diagnosis and fault-tolerant techniques—part i: fault diagnosis with model-based and signal-based approaches, a novel approach for automatic acoustic novelty detection using a denoising autoencoder with bidirectional lstm neural networks, higher order contractive auto-encoder","ieee transactions on industrial electronics, source not found, lecture notes in computer science","zhiwei gao, carlo cecati, steven x. ding, erik marchi, fabio vesperini, florian eyben, stefano squartini, björn schüller, salah rifai, grégoire mesnil, pascal vincent, xavier muller, yoshua bengio, yann n. dauphin, xavier glorot"
w4391538100,an efficient multimodal sentiment analysis in social media using hybrid optimal multi-scale residual attention network,artificial intelligence review,"s. bairavel, m. kanipriya, s. prabakeran, krishnamurthy marudhamuthu","w2093428321, w2166015963, w2410415416","sentic blending: scalable multimodal fusion for the continuous interpretation of semantics and sentics, a multimodal feature learning approach for sentiment analysis of social network multimedia, classiﬁcation of sentimental reviews using machine learning techniques","source not found, multimedia tools and applications, procedia computer science","erik cambria, newton howard, jane yung-jen hsu, amir hussain, claudio baecchi, tiberio uricchio, marco bertini, alberto del bimbo, abinash tripathy, a.k. agrawal, santanu kumar rath"
w4391540015,intelligent deep learning techniques for energy consumption forecasting in smart buildings: a review,artificial intelligence review,"r. mathumitha, p. rathika, k. manimala","w1881999183, w2012457296, w2023769053","building's electricity consumption prediction using optimized artificial neural networks and principal component analysis, recurrent multiplicative neuron model artificial neural network for non-linear time series forecasting, reliability analysis of structures using artificial neural network based genetic algorithms","energy and buildings, procedia - social and behavioral sciences, computer methods in applied mechanics and engineering","kangji li, hu chenglei, guohai liu, wenping xue, erol eğrioğlu, ufuk yolcu, çağdaş hakan aladağ, eren baş, jin cheng, q.s. li"
w4391541001,"artificial intelligence powered metaverse: analysis, challenges and future perspectives",artificial intelligence review,"mona soliman, eman ahmed, ashraf darwish, aboul ella hassanien","w1967521779, w2073044325, w2105032938","towards to an open and interoperable virtual learning enviroment using metaverse at university of panama, avatar-mediated face tracking and lip reading for human computer interaction, unsupervised feature learning via spectral clustering of multidimensional patches for remotely sensed scene classification","source not found, source not found, ieee journal of selected topics in applied earth observations and remote sensing","ariel vernaza, v. ivan armuelles, isaac irán cabrera ruíz, xiaozhou wei, lijun yin, zhiwei zhu, qiang ji, fan hu, gui-song xia, zifeng wang, xin huang, liangpei zhang, hong sun"
w4391541206,"moderately supervised learning: definition, framework and generality",artificial intelligence review,yongquan yang,"w114517082, w1536680647, w2102605133","large-scale machine learning with stochastic gradient descent, fast r-cnn, rich feature hierarchies for accurate object detection and semantic segmentation","source not found, source not found, source not found","léon bottou, ross girshick, ross girshick, jeff donahue, trevor darrell, jitendra malik"
w4391576353,three-way decisions in generalized intuitionistic fuzzy environments: survey and challenges,artificial intelligence review,"juanjuan ding, chao zhang, deyu li, jianming zhan, wentao li, yiyu yao","w1704544815, w1811544280, w1969921454","game-theoretic rough sets, hesitant intuitionistic fuzzy linguistic aggregation operators and their applications to multiple attribute decision making, multicriteria fuzzy decision-making problems based on vague set theory","fundamenta informaticae, journal of intelligent & fuzzy systems, fuzzy sets and systems","joseph p. herbert, jingtao yao, xiaoyue liu, yanbing ju, shanghong yang, dug hun hong, chang-hwan choi"
w4391611133,automatic program bug fixing by focusing on finding the shortest sequence of changes,artificial intelligence review,"leila yousofvand, seyfollah soleimani, vahid rafe, sajad esfandyari","w1483973124, w1498244333, w1498432697","a formal approach to fixing bugs, agg: a graph transformation environment for modeling and validation of software, principles of model checking","lecture notes in computer science, lecture notes in computer science, source not found","sara kalvala, richard warburton, gabriele taentzer, christel baier, joost-pieter katoen"
w4391645416,graph neural networks: a survey on the links between privacy and security,artificial intelligence review,"faqian guan, tianqing zhu, wanlei zhou, kim‐kwang raymond choo","w1901616594, w2008620264, w2013823004","machine learning: trends, perspectives, and prospects, emergence of scaling in random networks, randomized response: a survey technique for eliminating evasive answer bias","science, science, journal of the american statistical association","michael i. jordan, tom m. mitchell, albert‐lászló barabási, réka albert, stanley l. warner"
w4391654576,learning team-based navigation: a review of deep reinforcement learning techniques for multi-agent pathfinding,artificial intelligence review,"jaehoon chung, jamil fayyad, younes al younes, homayoun najjaran","w1488757178, w1542941925, w1551562380","suboptimal variants of the conflict-based search algorithm for the multi-agent pathfinding problem, markov games as a framework for multi-agent reinforcement learning, finding optimal solutions to cooperative pathfinding problems","proceedings of the international symposium on combinatorial search, elsevier ebooks, proceedings of the aaai conference on artificial intelligence","max barer, guni sharon, roni stern, ariel felner, michael l. littman, trevor standley"
w4391679033,a novel group decision-making method for interval-valued q-rung dual hesitant fuzzy information using extended power average operator and frank operations,artificial intelligence review,"wuhuan xu, zhong yao, jun wang, yuan xu","w1541340729, w1959686571, w1980564456","interval-valued dual hesitant fuzzy aggregation operators and their applications to multiple attribute decision making, multiple attribute group decision making methods based on intuitionistic fuzzy frank power aggregation operators, intuitionistic fuzzy sets","journal of intelligent & fuzzy systems, journal of intelligent & fuzzy systems, fuzzy sets and systems","yanbing ju, xiaoyue liu, shanghong yang, xin zhang, пэйдэ лю, yumei wang, krassimir atanassov"
w4391693774,modeling and prediction of business success: a survey,artificial intelligence review,"divya gangwani, xingquan zhu","w1184045760, w1482761558, w1488178970","predicting the listing status of chinese listed companies with multi-class classification models, patent analysis for supporting merger and acquisition (m&amp;a) prediction: a data mining approach, small business owners' success criteria, a values approach to personal differences","information sciences, lecture notes in business information processing, journal of small business management","ligang zhou, kwo ping tam, hamido fujita, chih‐ping wei, yu-syun jiang, chin‐sheng yang, marjan j. gorgievski, m. evelina ascalon, ute stephan"
w4391738567,optimizing long-short-term memory models via metaheuristics for decomposition aided wind energy generation forecasting,artificial intelligence review,"m. pavlov, luka jovanovic, nebojša bačanin, muhammet deveci, miodrag živković, milan tuba, ivana strumberger, witold pedrycz","w1523741643, w1989092102, w2000950277","firefly algorithms for multimodal optimization, evaluation of hybrid forecasting approaches for wind speed and power generation time series, approximations of the critical region of the fbietkan statistic","lecture notes in computer science, renewable and sustainable energy reviews, communication in statistics- theory and methods","xin‐she yang, jing shi, jinmei guo, songtao zheng, ronald l. iman, james m. davenport"
w4391749941,deep learning for thyroid nodule examination: a technical review,artificial intelligence review,"debottama das, m. sriram iyengar, mohammad s. majdi, jeffrey j. rodriguez, mahmoud alsayed","w1254635204, w1967914320, w1974891591","a model using texture features to differentiate the nature of thyroid nodules on sonography, management of simple nodular goiter: current status and future perspectives, genetic predisposition for nonmedullary thyroid cancer","journal of ultrasound in medicine, endocrine reviews, hormones and cancer","gesheng song, fuzhong xue, chengqi zhang, lászló hegedüs, steen joop bonnema, finn noe bennedbæk, rebecca nagy, matthew d. ringel"
w4391750002,semi-supervised attribute reduction for hybrid data,artificial intelligence review,"zhaowen li, jiali he, pei wang, ching‐feng wen","w1965147513, w1988881859, w2007810691","fusion of local normalization and gabor entropy weighted features for face identification, semisupervised feature selection via spline regression for video semantic recognition, an uncertainty measure for incomplete decision tables and its applications","pattern recognition, ieee transactions on neural networks and learning systems, ieee transactions on cybernetics","leonardo cament, luis e. castillo, juan p. perez, francisco j. galdames, carlos a. perez, yahong han, yi yang, yan yan, zhigang ma, nicu sebe, xiaofang zhou, jianhua dai, wentao wang, qing xu"
w4391750982,elk herd optimizer: a novel nature-inspired metaheuristic algorithm,artificial intelligence review,"mohammed azmi al‐betar, mohammed a. awadallah, malik braik, sharif naser makhadmeh, iyad abu doush","w1512383952, w1576660662, w1576818901","introduction to evolutionary computing, unknown title, genetic programming: on the programming of computers by means of natural selection","natural computing series, natural computing, source not found","a. e. eiben, james e. smith, hans-georg beyer, hans–paul schwefel, john r. koza"
w4391774550,role of machine learning and deep learning techniques in eeg-based bci emotion recognition system: a review,artificial intelligence review,"priyadarsini samal, mohammad farukh hashmi","w1523029986, w1929727337, w1945161681","emotion recognition in car industry, emotion recognition with the help of privileged information, p300 speller efficiency with common average reference","source not found, ieee transactions on autonomous mental development, lecture notes in computer science","christos d. katsis, george rigas, yorgos goletsis, dimitrios i. fotiadis, shangfei wang, yachen zhu, lihua yue, qiang ji, mohammed j. alhaddad, mahmoud kamel, hussein m. malibary, khalid thabit, foud dahlwi, anas a. hadi"
w4391782448,a review on graph neural networks for predicting synergistic drug combinations,artificial intelligence review,"milad besharatifard, fatemeh vafaee","w1696775091, w1840268501, w1975455559","searching for drug synergy in complex dose–response landscapes using an interaction potency model, systematic synergy modeling: understanding drug synergy from a systems biology perspective, a mathematical approach to study combined effects of toxicants in vitro: evaluation of the bliss independence criterion and the loewe additivity model","computational and structural biotechnology journal, bmc systems biology, toxicology in vitro","bhagwan yadav, krister wennerberg, tero aittokallio, jing tang, di chen, liu xi, yiping yang, hongjun yang, peng lu, matteo goldoni, carolina johansson"
w4391799681,gene selection for high dimensional biological datasets using hybrid island binary artificial bee colony with chaos game optimization,artificial intelligence review,"maha nssibi, ghaith manita, amit chhabra, seyedali mirjalili, ouajdi korbaa","w1480376833, w1500895378, w1515116843","the elements of statistical learning, unknown title, unknown title","springer series in statistics, machine learning, genetic programming and evolvable machines","trevor hastie, j. friedman, robert tibshirani, marko robnik‐šikonja, igor kononenko, f.v. fernández, marco tomassini, leonardo vanneschi"
w4391815309,deep learning for cancer cell detection: do we need dedicated models?,artificial intelligence review,"m. h. karol, martin tabakov, urszula markowska–kaczmar, łukasz fuławka","w1536680647, w1901129140, w1977295091","fast r-cnn, u-net: convolutional networks for biomedical image segmentation, ki-67 is a prognostic parameter in breast cancer patients: results of a large population-based cohort of a cancer registry","source not found, lecture notes in computer science, breast cancer research and treatment","ross girshick, olaf ronneberger, philipp fischer, thomas brox, ec inwald, monika klinkhammer‐schalke, ferdinand hofstädter, florian zeman, michael koller, m gerstenhauer, olaf ortmann"
w4391815608,automatic fruit picking technology: a comprehensive review of research advances,artificial intelligence review,"jun zhang, ningbo kang, qianjin qu, lianghuan zhou, hongbo zhang","w1509154996, w1511170014, w1619273331","deliberation on design strategies of automatic harvesting systems: a survey, robotics in agriculture and forestry, design and test of tomatoes harvesting robot","robotics, springer handbooks, source not found","shivaji bachche, marcel bergerman, john billingsley, john f. reid, e.j. van henten, qingchun feng, xiaonan wang, guohua wang, zhen li"
w4391816773,disinformation detection using graph neural networks: a survey,artificial intelligence review,"batool lakzaei, mostafa haghir chehreghani, alireza bagheri","w1796766288, w1985404222, w1996665163","faking sandy, rumor diffusion and convergence during the 3.11 earthquake: a twitter case study, detecting hoaxes, frauds, and deception in writing style online","source not found, plos one, source not found","aditi gupta, hemank lamba, ponnurangam kumaraguru, anupam joshi, misako takayasu, kazuya sato, yukie sano, kenta yamada, wataru miura, hideki takayasu, sadia afroz, michael brennan, rachel greenstadt"
w4391836500,milestones in speaker recognition,artificial intelligence review,"r. k. sharma, d. govind, jagabandhu mishra, amit kumar dubey, k. t. deepak, s. r. mahadeva prasanna","w1490120479, w1528954144, w1638038541","detecting replay attacks from far-field recordings on speaker verification systems, advances in deep neural network approaches to speaker recognition, on the vulnerability of speaker verification to realistic voice spoofing","lecture notes in computer science, source not found, source not found","jesús villalba, eduardo lleida, mitchell mclaren, yun lei, luciana ferrer, serife kucur ergunay, elie khoury, alexandros lazaridis, sébastien marcel"
w4391839537,the application of ai techniques in requirements classification: a systematic mapping,artificial intelligence review,"kamaljit kaur, parminder kaur","w1553078293, w1924689489, w1975675278","requirements engineering: processes and techniques, naive (bayes) at forty: the independence assumption in information retrieval, guidelines for snowballing in systematic literature studies and a replication in software engineering","wiley publishing ebooks, lecture notes in computer science, source not found","gerald kotonya, ian sommerville, david lewis, claes wohlin"
w4391843091,improved honey badger algorithm based on elementary function density factors and mathematical spirals in polar coordinate systema,artificial intelligence review,"siwen zhang, jie-sheng wang, yixuan li, shihui zhang, yucai wang, xiaotian wang","w1973997930, w2024518622, w2114652055","firefly algorithm with chaos, bat algorithm: a novel approach for global engineering optimization, a comprehensive survey: artificial bee colony (abc) algorithm and applications","communications in nonlinear science and numerical simulation, engineering computations, artificial intelligence review","amir h. gandomi, xin‐she yang, siamak talatahari, amir h. alavi, xin‐she yang, amir h. gandomi, derviş karaboğa, beyza görkemli, celal öztürk, nurhan karaboğa"
w4391843683,a survey of smart dustbin systems using the iot and deep learning,artificial intelligence review,"menaka pushpa arthur, s. shoba, a.r. pandey","w1784240951, w2011310144, w2525313257","waste management as an iot-enabled service in smart cities, integrated sensing systems and algorithms for solid waste bin state management automation, smart and green urban solid waste collection systems: advances, challenges, and perspectives","lecture notes in computer science, ieee sensors journal, ieee systems journal","alexey medvedev, petr fedchenkov, arkady zaslavsky, theodoros anagnostopoulos, sergey khoruzhnikov, md abdulla al mamun, m. a. hannan, aini hussain, hassan basri, jiawei lu, ni‐bin chang, liao li, mengying liao"
w4391876257,energy-efficient scheduling model and method for assembly blocking permutation flow-shop in industrial robotics field,artificial intelligence review,"min kong, peng wu, yajing zhang, weizhong wang, muhammet deveci, seifedine kadry","w1810830047, w2020766844, w2026605828","solving the energy-efficient job shop scheduling problem: a multi-objective genetic algorithm with enhanced local search for minimizing the total weighted tardiness and total energy consumption, a pareto block-based estimation and distribution algorithm for multi-objective permutation flow shop scheduling problem, electricity from poultry manure: a cleaner alternative to direct land application","journal of cleaner production, international journal of production research, journal of cleaner production","rui zhang, raymond chiong, anurag tiwari, pei‐chann chang, manoj kumar tiwari, nevin john kollanoor, pieter billen, josé costa, liza van der aa, jo van caneghem, carlo vandecasteele"
w4391881477,a novel metaheuristic inspired by horned lizard defense tactics,artificial intelligence review,"hernán peraza-vázquez, adrián f. peña-delgado, marco antonio merino treviño, ana beatriz morales‐cepeda, neha sinha","w149913061, w1547960164, w1576660662","animal camouflage, plesiomorphic escape decisions in cryptic horned lizards (<i>phrynosoma</i>) having highly derived antipredatory defenses, unknown title","cambridge university press ebooks, ethology, natural computing","martin stevens, sami merilaita, william e. cooper, wade c. sherbrooke, hans-georg beyer, hans–paul schwefel"
w4391915341,machine learning methods for service placement: a systematic review,artificial intelligence review,"parviz keshavarz haddadha, mohammad hossein rezvani, mahdi mollamotalebi, achyut shankar","w2063718055, w2569869423, w2587964702","mining user mobility features for next place prediction in location-based services, a study on knowledge-based context aware framework using machine learning, an autonomic resource provisioning approach for service-based cloud applications: a hybrid approach","source not found, advanced science and technology letters, future generation computer systems","anastasios noulas, salvatore scellato, neal lathia, cecilia mascolo, eun joo kim, soonhyun kwon, hyunjoong kang, jong arm jun, nae-soo kim, mostafa ghobaei‐arani, sam jabbehdari, mohammad ali pourmina"
w4391931465,deepfakes: current and future trends,artificial intelligence review,"ángel fernández gambı́n, anis yazidi, athanasios v. vasilakos, hårek haugerud, youcef djenouri","w1977843657, w1989704868, w1999458239","a brief survey on anonymization techniques for privacy preserving publishing of social network data, massive social network analysis: mining twitter for social good, aggregate characterization of user behavior in twitter and analysis of the retweet graph","acm sigkdd explorations newsletter, source not found, acm transactions on internet technology","bin zhou, jian pei, wo-shun luk, david ediger, karl jiang, jason riedy, david a. bader, courtney d. corley, david r. bild, yue liu, robert p. dick, z. morley mao, dan s. wallach"
w4391942283,deep learning for survival analysis: a review,artificial intelligence review,"simon wiegrebe, philipp kopper, raphael sonabend, bernd bischl, andreas bender","w1498436455, w1986546598, w2005852722","learning representations by back-propagating errors, assessment and comparison of prognostic classification schemes for survival data, a plea for neutral comparison studies in computational sciences","nature, statistics in medicine, plos one","david e. rumelhart, geoffrey e. hinton, ronald j. williams, erika graf, claudia schmoor, willi sauerbrei, m. schumacher, anne‐laure boulesteix, sabine lauer, manuel j. a. eugster"
w4391947388,"""challenges and future in deep learning for sentiment analysis: a comprehensive review and a proposed novel hybrid approach""",artificial intelligence review,"md shofiqul islam, muhammad nomani kabir, ngahzaifa ab ghani, kamal z. zamli, nor saradatul akmar zulkifli, m.m. rahman, mohammad ali moni","w1836023969, w1966797434, w1968779317","emotional sequencing and development in fairy tales, an argument for basic emotions, sentiment analysis of sentences with modalities","lecture notes in computer science, cognition & emotion, source not found","cecilia ovesdotter alm, richard sproat, paul ekman, yang liu, xiaohui yu, zhongshuai chen, bing liu"
w4391953812,fashion intelligence in the metaverse: promise and future prospects,artificial intelligence review,"xiangyu mu, haijun zhang, jianyang shi, jie hou, jianghong ma, yimin yang","w1606177037, w181871703, w1901129140","fashion parsing with video context, hipster wars: discovering elements of fashion styles, u-net: convolutional networks for biomedical image segmentation","source not found, lecture notes in computer science, lecture notes in computer science","si liu, xiaodan liang, luoqi liu, ke lü, liang lin, shuicheng yan, m. hadi kiapour, kota yamaguchi, alexander c. berg, tamara l. berg, olaf ronneberger, philipp fischer, thomas brox"
w4391965926,unlabeled learning algorithms and operations: overview and future trends in defense sector,artificial intelligence review,"eduardo e oliveira, marco rodrigues, joão paulo góes pereira, antónio m. lopes, ivana ilic mestric, s. bjelogrlic","w1503398984, w2129069237, w2145339207","machine learning : a probabilistic perspective, deep unsupervised learning using nonequilibrium thermodynamics, human-level control through deep reinforcement learning","source not found, arxiv (cornell university), nature","kevin p. murphy, jascha sohl‐dickstein, eric a. weiss, niru maheswaranathan, surya ganguli, volodymyr mnih, koray kavukcuoglu, david silver, andrei a. rusu, joel veness, marc g. bellemare, alex graves, martin riedmiller, andreas fidjeland, georg ostrovski, stig petersen, charles beattie, amir sadik, ioannis antonoglou, helen king, dharshan kumaran, daan wierstra, shane legg, demis hassabis"
w4391988777,feature selection of microarray data using multidimensional graph neural network and supernode hierarchical clustering,artificial intelligence review,"weidong xie, shoujia zhang, linjie wang, kun yu, wei li","w1851861644, w1985213868, w1988154043","two hybrid wrapper-filter feature selection algorithms applied to high-dimensional microarray experiments, the genemania prediction server: biological network integration for gene prioritization and predicting gene function, optimal gene subset selection using the modified sffs algorithm for tumor classification","applied soft computing, nucleic acids research, neural computing and applications","javier apolloni, guillermo leguizamón, enrique alba, david warde-farley, sylva l. donaldson, ovi comes, khalid zuberi, rashad badrawi, pauline chao, max franz, chris grouios, farzana kazi, christian lopes, anson maitland, sara mostafavi, jason montojo, quentin shao, george wright, gary d. bader, quaid morris, hongyi peng, yinlian fu, jinshan liu, xiang fang, chun-fu jiang"
