work_id,topic,subfield,field,domain
W4391420283,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4391427613,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391427613,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4391427613,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391485390,Hydrological Modeling using Machine Learning Methods,Environmental Engineering,Environmental Science,Physical Sciences
W4391485390,Ecological Dynamics of Riverine Landscapes,Ecology,Environmental Science,Physical Sciences
W4391485390,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4391509716,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4391509716,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4391509766,Diagnosis and Management of Alzheimer's Disease,Psychiatry and Mental health,Medicine,Health Sciences
W4391509766,Classification of Brain Tumor Type and Grade,Neurology,Neuroscience,Life Sciences
W4391509766,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4391511770,Psychological Language Analysis in Social Media,Social Psychology,Psychology,Social Sciences
W4391511770,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4391511770,Deep Learning Applications in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences
W4391514619,Electrocatalysis for Energy Conversion,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
W4391514619,Fuel Cell Membrane Technology,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391514619,Solid Oxide Fuel Cells,Materials Chemistry,Materials Science,Physical Sciences
W4391514718,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391514718,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4391514718,Classification of Brain Tumor Type and Grade,Neurology,Neuroscience,Life Sciences
W4391514872,Audio Signal Classification and Analysis,Signal Processing,Computer Science,Physical Sciences
W4391514872,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4391514872,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4391538100,Dynamics of Urban Structure through Spatial Network Analysis,Urban Studies,Social Sciences,Social Sciences
W4391538100,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391538100,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4391540015,Building Energy Efficiency and Thermal Comfort Optimization,Building and Construction,Engineering,Physical Sciences
W4391540015,Demand Response in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391540015,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391541001,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4391541001,Industry 4.0 and Digital Transformation in Manufacturing,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4391541001,Virtual Presence and Embodiment in VR Research,Human-Computer Interaction,Computer Science,Physical Sciences
W4391541206,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4391541206,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391541206,Active Learning in Machine Learning Research,Artificial Intelligence,Computer Science,Physical Sciences
W4391576353,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4391576353,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4391576353,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4391611133,Automated Software Testing Techniques,Software,Computer Science,Physical Sciences
W4391611133,Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences
W4391611133,Software Reliability Assessment and Prediction,Software,Computer Science,Physical Sciences
W4391645416,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4391645416,Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4391645416,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391654576,Reinforcement Learning Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4391654576,Game Artificial Intelligence Research,Artificial Intelligence,Computer Science,Physical Sciences
W4391654576,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391679033,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4391679033,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4391679033,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4391693774,Bankruptcy Prediction and Credit Scoring Models,Accounting,"Business, Management and Accounting",Social Sciences
W4391693774,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4391693774,Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4391738567,Electricity Market Operation and Optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391738567,Advanced Techniques in Reservoir Management,Ocean Engineering,Engineering,Physical Sciences
W4391738567,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391749941,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4391749941,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4391749941,Management and Diagnosis of Thyroid Cancer,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
W4391750002,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4391750002,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4391750002,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4391750982,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4391750982,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4391750982,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391774550,Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences
W4391774550,Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4391774550,Neuronal Oscillations in Cortical Networks,Cognitive Neuroscience,Neuroscience,Life Sciences
W4391782448,Cholinesterase Inhibitors in Neurodegenerative Diseases,Pharmacology,Medicine,Health Sciences
W4391782448,Computational Methods in Drug Discovery,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4391782448,Analysis of Gene Interaction Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391799681,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391799681,Stochasticity in Gene Regulatory Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391799681,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4391815309,Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391815309,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4391815309,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4391815608,Mechanical Effects of Plant Roots on Slope Stability,Mechanical Engineering,Engineering,Physical Sciences
W4391815608,Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4391815608,Date Palm (Phoenix dactylifera) Research,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4391816773,Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences
W4391816773,The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences
W4391816773,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4391836500,Speech Enhancement Techniques,Signal Processing,Computer Science,Physical Sciences
W4391836500,Audio Signal Classification and Analysis,Signal Processing,Computer Science,Physical Sciences
W4391836500,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4391839537,Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences
W4391839537,Agile Software Development in Software Engineering,Information Systems,Computer Science,Physical Sciences
W4391839537,Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences
W4391843091,Stereo Vision and Depth Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391843091,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4391843091,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391843683,Wireless Home Automation Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4391843683,Fire and Smoke Detection Technologies,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences
W4391843683,Applications and Challenges of IoT,Information Systems,Computer Science,Physical Sciences
W4391876257,Scheduling Problems in Manufacturing Systems,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4391876257,Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4391876257,Optimization of Assembly Line Balancing Problems,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4391881477,Game Artificial Intelligence Research,Artificial Intelligence,Computer Science,Physical Sciences
W4391881477,Social and Psychological Aspects of Online Gaming,Sociology and Political Science,Social Sciences,Social Sciences
W4391881477,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4391915341,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4391915341,Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391915341,Telemedicine in Global Healthcare,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W4391931465,Generative Adversarial Networks in Image Processing,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4391931465,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4391931465,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4391942283,The Exposome in Environmental Health Research,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
W4391942283,Comprehensive Integration of Single-Cell Transcriptomic Data,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391942283,Advances in Metabolomics Research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391947388,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4391947388,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391947388,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4391953812,Interdisciplinary Study of Fashion and Clothing,Museology,Arts and Humanities,Social Sciences
W4391953812,Virtual Presence and Embodiment in VR Research,Human-Computer Interaction,Computer Science,Physical Sciences
W4391953812,Influence of Appearance Management Behavior in Consumer Choices,Marketing,"Business, Management and Accounting",Social Sciences
W4391965926,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4391965926,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4391965926,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4391988777,Prediction of Protein Subcellular Localization,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391988777,Analysis of Gene Interaction Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4391988777,Microarray Data Analysis and Gene Expression Profiling,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4392014548,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392014548,Educational Data Mining and Learning Analytics,Computer Science Applications,Computer Science,Physical Sciences
W4392014548,Application of Fuzzy Logic in Educational Assessment,Information Systems,Computer Science,Physical Sciences
W4392048306,Bibliometric Analysis and Research Evaluation,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W4392058616,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392058616,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392058616,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392077456,Mapping Forests with Lidar Remote Sensing,Environmental Engineering,Environmental Science,Physical Sciences
W4392077456,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392077456,Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences
W4392095605,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392095605,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392096151,Lymphangiogenesis in Cancer Metastasis and Disease,Oncology,Medicine,Health Sciences
W4392096151,Global Trends in Colorectal Cancer Research,Oncology,Medicine,Health Sciences
W4392096151,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4392098390,Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences
W4392098390,Embodied Cognition and Social Interaction,Social Psychology,Psychology,Social Sciences
W4392098390,Computational Principles of Motor Control and Learning,Cognitive Neuroscience,Neuroscience,Life Sciences
W4392109529,Content-Centric Networking for Information Delivery,Computer Networks and Communications,Computer Science,Physical Sciences
W4392109529,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4392109529,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4392160106,Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences
W4392160106,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4392160106,Blind Source Separation and Independent Component Analysis,Signal Processing,Computer Science,Physical Sciences
W4392238943,Dynamics of Crowdfunding and Fintech,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4392238943,Impact of Green Bonds on Climate Finance,Finance,"Economics, Econometrics and Finance",Social Sciences
W4392238943,Islamic Banking and Finance Literature Review,Accounting,"Business, Management and Accounting",Social Sciences
W4392298624,Advanced Techniques in Bioimage Analysis and Microscopy,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4392298624,Topological Data Analysis in Science and Engineering,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392298624,Regulation of Chromatin Structure and Function,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4392355236,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4392355236,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392355236,Gait Recognition for Human Identification,Biomedical Engineering,Engineering,Physical Sciences
W4392356648,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4392356648,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4392356648,Accuracy of Clinical Coding in Healthcare Data,Health Information Management,Health Professions,Health Sciences
W4392385305,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4392385305,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4392385305,Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392387106,Modeling Pedestrian Dynamics and Evacuations,Ocean Engineering,Engineering,Physical Sciences
W4392387106,Humanitarian Logistics and Disaster Relief Operations Management,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W4392387106,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392401953,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4392401953,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4392401953,Electricity Theft Detection in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4392545523,3D Geospatial Modelling Techniques,Geology,Earth and Planetary Sciences,Physical Sciences
W4392545523,Mapping Forests with Lidar Remote Sensing,Environmental Engineering,Environmental Science,Physical Sciences
W4392545523,Simultaneous Localization and Mapping,Aerospace Engineering,Engineering,Physical Sciences
W4392620581,Real-time Water Quality Monitoring and Aquaculture Management,Water Science and Technology,Environmental Science,Physical Sciences
W4392620581,Hydrological Modeling using Machine Learning Methods,Environmental Engineering,Environmental Science,Physical Sciences
W4392620581,Importance and Conservation of Freshwater Biodiversity,Nature and Landscape Conservation,Environmental Science,Physical Sciences
W4392624827,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4392624827,Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392624827,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4392656047,Computational Methods in Drug Discovery,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392656047,Advanced Techniques in Bioimage Analysis and Microscopy,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4392656047,Challenges and Innovations in Bioinformatics Education,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4392683354,Digital Image Watermarking Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392683354,Theory and Applications of Cellular Automata,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392683354,Chaos-based Image Encryption Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392755978,Blockchain and Internet of Things Integration,Information Systems,Computer Science,Physical Sciences
W4392755978,Artificial Intelligence in Service Industry,Artificial Intelligence,Computer Science,Physical Sciences
W4392755978,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4392817605,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4392817605,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4392817605,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4392862067,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392862067,Fuzzy Logic and Residuated Lattices,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392862067,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4392865184,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4392865184,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4392865184,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4392896772,Gaussian Processes in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4392896772,Time Series Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392896772,Detection and Handling of Multicollinearity in Regression Analysis,Statistics and Probability,Mathematics,Physical Sciences
W4392925654,Bankruptcy Prediction and Credit Scoring Models,Accounting,"Business, Management and Accounting",Social Sciences
W4392925654,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4392925654,Dynamics of Crowdfunding and Fintech,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4392953330,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4392953330,Solid Waste Management,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences
W4392953330,Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4392954469,Robust Line and Curve Detection using Hough Transform,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392954469,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4392954469,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393115804,Applications of Programmable Logic Controllers (PLCs),Control and Systems Engineering,Engineering,Physical Sciences
W4393115804,Intelligent Control System for Industrial Processes,Control and Systems Engineering,Engineering,Physical Sciences
W4393115804,Process Fault Detection and Diagnosis in Industries,Control and Systems Engineering,Engineering,Physical Sciences
W4393115836,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4393115836,Airborne Wind Energy Systems and High-Altitude Platforms,Aerospace Engineering,Engineering,Physical Sciences
W4393115836,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4393115925,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393115925,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393115925,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4393232293,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4393281585,Economic Analysis of Retail and Marketing Strategies,Marketing,"Business, Management and Accounting",Social Sciences
W4393281585,Recommender System Technologies,Information Systems,Computer Science,Physical Sciences
W4393281585,Crowdsourcing for Research and Data Collection,Computer Science Applications,Computer Science,Physical Sciences
W4393311190,The Spread of Misinformation Online,Sociology and Political Science,Social Sciences,Social Sciences
W4393311190,Statistical Mechanics of Complex Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4393311190,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4393316745,Computational Methods in Drug Discovery,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4393316745,Accelerating Materials Innovation through Informatics,Materials Chemistry,Materials Science,Physical Sciences
W4393316745,Protein Structure Prediction and Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4393343355,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393343355,Stereo Vision and Depth Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393343355,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393354793,Neuroscience of Moral Judgment and Disgust,Cognitive Neuroscience,Neuroscience,Life Sciences
W4393354793,Epistemology and Philosophical Knowledge Studies,Philosophy,Arts and Humanities,Social Sciences
W4393354793,Ethical Implications of Artificial Intelligence,Safety Research,Social Sciences,Social Sciences
W4393385749,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4393385749,Automatic Text Simplification and Readability Assessment,Artificial Intelligence,Computer Science,Physical Sciences
W4393385749,Educational Data Mining and Learning Analytics,Computer Science Applications,Computer Science,Physical Sciences
W4393387322,Integration of Renewable Energy Systems in Power Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4393387322,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4393387322,Electric Drives and Energy Efficiency in Industry,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4393397186,Autonomous Vehicle Technology and Safety Systems,Automotive Engineering,Engineering,Physical Sciences
W4393397186,Modeling Pedestrian Dynamics and Evacuations,Ocean Engineering,Engineering,Physical Sciences
W4393397186,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393509883,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4393509883,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4393509883,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4393928775,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4393928775,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4393928775,Ethical Implications of Artificial Intelligence,Safety Research,Social Sciences,Social Sciences
W4393983860,Detection and Management of Retinal Diseases,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4393983860,Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4393983860,Ocular Manifestations of COVID-19,Ophthalmology,Medicine,Health Sciences
W4393987991,Electricity Market Operation and Optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4393987991,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4393987991,Machine Learning Methods for Solar Radiation Forecasting,Artificial Intelligence,Computer Science,Physical Sciences
W4394724000,Artificial Intelligence in Service Industry,Artificial Intelligence,Computer Science,Physical Sciences
W4394724000,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4394724000,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4394760969,Real-time Water Quality Monitoring and Aquaculture Management,Water Science and Technology,Environmental Science,Physical Sciences
W4394760969,Importance and Conservation of Freshwater Biodiversity,Nature and Landscape Conservation,Environmental Science,Physical Sciences
W4394760969,DNA Barcoding for Food Authentication and Fraud Detection,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4394784587,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4394784587,Asset Pricing and Market Efficiency,Finance,"Economics, Econometrics and Finance",Social Sciences
W4394784587,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4394785854,Network Analysis of Psychopathology and Mental Disorders,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4394785854,Statistical Mechanics of Complex Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4394785854,Statistical Physics of Opinion Dynamics,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4394788526,Reinforcement Learning Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4394788526,Smart Parking Solutions and Management,Building and Construction,Engineering,Physical Sciences
W4394788526,Crowdsourcing for Research and Data Collection,Computer Science Applications,Computer Science,Physical Sciences
W4394797690,Integration of Distributed Generation in Power Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4394797690,Control and Synchronization in Microgrid Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4394797690,Electricity Market Operation and Optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4394804833,Fabric Defect Detection in Industrial Applications,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4394804833,Automated Currency Recognition and Authentication,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4394804833,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4394810480,Neuroaesthetics and Aesthetic Perception in Neuroscience,Cognitive Neuroscience,Neuroscience,Life Sciences
W4394822791,Physics-Informed Neural Networks for Scientific Computing,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4394822791,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4394822791,Memristive Devices for Neuromorphic Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4394879135,Conceptualizing the Circular Economy and Sustainable Supply Chains,Strategy and Management,"Business, Management and Accounting",Social Sciences
W4394879135,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4394879135,Optimization of Container Terminal Operations and Logistics,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
