work_id,keyword
W4391915341,Context-Aware Applications
W4391915341,Edge Computing
W4391915341,Fog Computing
W4391915341,Mobile Edge Computing
W4391931465,Deep Learning
W4391942283,Deep Learning
W4391942283,Meta-Learning
W4391942283,Robust Learning
W4391942283,Table (database)
W4391942283,Temporal Data Analysis
W4391942283,Transfer Learning
W4391947388,Aspect-based Sentiment Analysis
W4391947388,Deep Learning
W4391947388,Emotion Recognition
W4391947388,Sentiment Analysis
W4391947388,Strengths and weaknesses
W4391947388,Topic Modeling
W4391953812,Fashion
W4391953812,Metaverse
W4391953812,Possible world
W4391965926,Automated Machine Learning
W4391965926,DECIPHER
W4391965926,Meta-Learning
W4391965926,Positive and Unlabeled Data
W4391965926,Semi-Supervised Learning
W4391988777,Clustering
W4391988777,Feature Selection
W4391988777,Microarray
W4391988777,Spectral Clustering
W4392014548,Adaptive Learning
W4392014548,Binary relation
W4392014548,Fuzzy Logic
W4392014548,Hypergraph
W4392014548,Intelligent Tutoring Systems
W4392048306,Impact factor
W4392048306,Research Evaluation
W4392058616,Fuzzy Rough Sets
W4392058616,Fuzzy Sets
W4392058616,Fuzzy measure theory
W4392058616,Intuitionistic Fuzzy Sets
W4392058616,Similarity (geometry)
W4392058616,Similarity measure
W4392077456,Autoencoder
W4392077456,Data processing
W4392077456,Data type
W4392077456,External Data Representation
W4392077456,Representation (politics)
W4392077456,Shape Representation
W4392095605,Digitization
W4392095605,Group Decision Making
W4392095605,MCDM Methods
W4392096151,Histopathology
W4392096151,Histopathology Images
W4392096151,Machine vision
W4392096151,Medical Image Analysis
W4392096151,Whole Slide Imaging
W4392098390,Brain-Computer Interfaces
W4392098390,Cortical Control
W4392098390,Neural Circuits
W4392098390,Neural Mechanisms
W4392098390,Sensorimotor Learning
W4392109529,Botnet Detection
W4392109529,Caching
W4392109529,Intrusion Detection
W4392109529,Named Data Networking
W4392109529,Network Architecture
W4392160106,Deep Learning for EEG
W4392160106,EEG Analysis
W4392160106,Empirical research
W4392160106,Epilepsy Detection
W4392160106,Feature (linguistics)
W4392238943,Financial Innovation
W4392298624,Deep Learning
W4392298624,Phenotypic Profiling
W4392298624,Shape Analysis
W4392298624,Statistical Topology
W4392298624,Topological Methods
W4392355236,Action Recognition
W4392355236,Cross-View Recognition
W4392355236,Gait Recognition
W4392355236,Outlier Detection
W4392355236,Skeleton-Based Recognition
W4392355236,Spline (mechanical)
W4392356648,Clinical Coding
W4392356648,Cost-Sensitive Learning
W4392356648,Imbalanced Data
W4392356648,Logistic Regression
W4392385305,Aspect-based Sentiment Analysis
W4392385305,Benchmark (surveying)
W4392385305,Conceptual Blending
W4392385305,Emotion Recognition
W4392385305,Modalities
W4392385305,Sentiment analysis
W4392387106,ELECTRE
W4392387106,Environmental Decision Making
W4392387106,Group Decision Making
W4392401953,Imbalanced Data
W4392401953,Resampling
W4392545523,3D Mapping
W4392545523,Localization
W4392620581,Dam Behaviour Modelling
W4392620581,Multilayer perceptron
W4392620581,Perceptron
W4392620581,Production Forecasting
W4392620581,Reservoir Simulation
W4392624827,Decision Trees
W4392624827,Feature Selection
W4392624827,Lexicographical order
W4392624827,Logistic Regression
W4392624827,Temporal Data Mining
W4392624827,Tree (set theory)
W4392656047,Adaptive Expertise
W4392656047,Boosting (machine learning)
W4392656047,Expediting
W4392656047,Identification (biology)
W4392683354,Chaotic Maps
W4392683354,Color Image Encryption
W4392683354,Image Authentication
W4392683354,Image Encryption
W4392683354,Optical Encryption
W4392755978,Chatbot
W4392755978,Chatbots
W4392817605,Feature Extraction
W4392817605,Ground truth
W4392817605,Medical Image Analysis
W4392817605,Pneumonia Detection
W4392817605,Transfer Learning
W4392862067,Decision Analysis
W4392862067,Feature Selection
W4392862067,Group Decision Making
W4392862067,Intuitionistic Fuzzy Sets
W4392862067,Linguistic description
W4392862067,Linguistic performance
W4392862067,Probabilistic Rough Sets
W4392865184,Artificial Intelligences
W4392865184,Content Analysis
W4392865184,Scarcity
W4392865184,Topic Modeling
W4392896772,Boosting (machine learning)
W4392896772,Probabilistic Models
W4392925654,Benchmark (surveying)
W4392925654,Cost-Sensitive Learning
W4392925654,Credit Scoring
W4392925654,Peer-to-Peer Lending
W4392925654,Precision-Recall
W4392953330,Fuzzy Sets
W4392953330,Intuitionistic Fuzzy Sets
W4392953330,Plastic waste
W4392954469,Boosting (machine learning)
W4392954469,Computer Vision
W4392954469,Deep Learning
W4392954469,Deep neural networks
W4392954469,Edge Detection
W4392954469,Feature Matching
W4392954469,Neural Network Architectures
W4393115804,Fuzzy Control
W4393115804,Industrial Control
W4393115804,Programmable Logic Controllers
W4393115836,Benchmark (surveying)
W4393115836,Kite
W4393115836,Meta heuristic
W4393115836,Nature-Inspired Algorithms
W4393115925,Computer Vision
W4393115925,Foreground Segmentation
W4393115925,Image Recognition
W4393115925,Neural Network Architectures
W4393115925,Object Detection
W4393316745,Dynamics (music)
W4393343355,Feature (linguistics)
W4393343355,Interest Point Detectors
W4393343355,Shot Boundary Detection
W4393343355,Video Summarization
W4393385749,Content (measure theory)
W4393385749,Tracing
W4393509883,Decision system
W4394760969,Fish Behavior Analysis
W4394784587,Asset Pricing
W4394784587,Benchmark (surveying)
W4394784587,Data pre-processing
W4394784587,Deep Learning
W4394784587,Load Forecasting
W4394784587,Robustness (evolution)
W4394784587,Short-Term Forecasting
W4394784587,Stock Market Prediction
W4394785854,Average path length
W4394785854,Centrality Measures
W4394785854,Influence Maximization
W4394785854,Small-World Networks
W4394785854,Social Influence
W4394788526,Reinforcement Learning
W4394788526,Sustainability science
W4394797690,Operator (biology)
W4394797690,Optimal Power Flow
W4394797690,Optimization
W4394797690,Stochastic Optimization
W4394804833,Automated Inspection
W4394804833,Data pre-processing
W4394804833,Edge device
W4394810480,Artistic Preference
W4394810480,Visual Arts
W4394822791,Adversarial Examples
W4394822791,Resilience (materials science)
W4394822791,Robustness
W4394822791,Soundness
W4394879135,Delphi
W4394879135,Delphi method
W4394879135,Environmental Decision Making
W4394879135,Restructuring
W4394879135,Sustainable transport
W4394927283,Active Learning
W4394927283,Automated Machine Learning
W4394927283,Hyperparameter
W4394927283,Hyperparameter Optimization
W4395046137,Benchmark (surveying)
W4395046137,Nature-Inspired Algorithms
W4395046137,Pace
W4395047770,Cloud Computing
W4395047770,Deep Learning
W4395047770,Edge Computing
W4395047770,Heuristics
W4395047770,Resource Management
W4395070930,Global Optimization
W4395070930,Multi-Objective Optimization
W4395070930,Nature-Inspired Algorithms
W4395070930,Optimization Applications
W4395070930,Optimization algorithm
W4395074139,Optimal Motion Planning
W4395074139,Robot Navigation
W4395115917,Global Optimization
W4395115917,Multi-Objective Optimization
W4395115917,Nature-Inspired Algorithms
W4395115917,Optimization Applications
W4395115917,Optimization algorithm
W4395115917,Particle Swarm Optimization
W4395462076,Generative adversarial network
W4395462076,Personalized medicine
W4395462076,Precision Medicine
W4395702599,Complement (music)
W4395702599,Point Clouds
W4395702599,Point Set Surfaces
W4395702599,Position (finance)
W4396238295,Data security
W4396238295,Differential privacy
W4396238295,Federated Learning
W4396238295,Homomorphic encryption
W4396238295,Privacy-Preserving Computation
W4396238295,Secure Computation
W4396238295,Secure Multi-party Computation
W4396578638,Cloud Computing
W4396578638,Deep Learning
W4396578638,Intrusion Detection
W4396578638,IoT Security
W4396578638,Machine Learning
W4396585666,Automated Diagnosis
W4396585666,Deep Learning
W4396585666,Diabetic Retinopathy
W4396585666,Image Analysis
W4396585666,Medical Image Analysis
W4396618297,Artificial Synapse
W4396618297,Brain-Computer Interfaces
W4396618297,Brain-inspired Computing
W4396618297,Deep Learning for EEG
W4396618297,Neuromorphic Computing
W4396623743,Constraint Handling
W4396623743,Optimal Motion Planning
W4396623743,Particle Swarm Optimization
W4396623743,Real-Time Planning
W4396623743,Robustness (evolution)
W4396623743,Swarm intelligence
W4396623743,Trajectory Optimization
W4396696684,Convex Optimization
W4396696684,Portfolio Optimization
W4396696684,Reliability Models
W4396696684,Robust Optimization
W4396696684,Sample (material)
W4396696684,Spare part
W4396696684,Stochastic Programming
W4396764002,Benchmark (surveying)
W4396764002,Learning Classifier Systems
W4396764002,Nature-Inspired Algorithms
W4396764002,Optimization Applications
W4396764002,Particle Swarm Optimization
W4396764002,Rank (graph theory)
W4396764002,Swarm intelligence
W4396773505,Deep Learning
W4396773505,Imbalanced Data
W4396773505,Realm
W4396773505,Supervised Learning
W4396778191,Document Image Analysis
W4396778191,Document Reconstruction
W4396778191,Edge Detection
W4396778191,Handwriting Recognition
W4396778191,Heuristics
W4396778191,Line Detection
W4396778191,Symbol (formal)
W4396779723,Fuzzy Logic
W4396779723,Fuzzy Rough Sets
W4396779723,Fuzzy Sets
W4396779723,Intuitionistic Fuzzy Sets
W4396779723,Mathematical Fuzzy Logic
W4396779723,Thematic analysis
W4396779723,Thematic map
W4396873218,Deep Learning
W4396873218,Model Reduction
W4396873218,Nonlinear Systems
W4396873218,Numerical Computing
W4396873218,Partial Differential Equations
W4396916335,Antenna Arrays
W4396916335,Particle Swarm Optimization
W4396955095,Dempster–Shafer theory
W4396955095,Fuzzy Differential Equations
W4396955095,Interval-Valued Fuzzy Sets
W4396955095,Intuitionistic Fuzzy Sets
W4396955095,MCDM Methods
W4396955095,Random Fuzzy Variables
W4396965959,Automatic Speech Recognition
W4396965959,Content-Based Recommendation
W4396965959,End-to-End Speech Recognition
W4396965959,Speaker Verification
W4396965959,Web Mining
W4396966254,Knowledge Graph Embedding
W4396966254,Page Segmentation
W4396966254,Representation Learning
W4396966254,Signal Processing on Graphs
W4396966254,Web Data Extraction
W4396975530,Fuzzy Logic
W4398144766,Bearing Capacity
W4398144766,Centrifuge Modeling
W4398144766,Fuzzy inference system
W4398167322,Audio-Visual Speech Recognition
W4398167322,Emotion Recognition
W4398167322,End-to-End Speech Recognition
W4398167322,Speech Emotion
W4398167322,Speech Enhancement
W4398175652,Corpus Analysis
W4398216873,Agricultural Robotics
W4398216873,Deep Learning
W4398216873,Image Processing
W4398216873,Plant Disease Detection
W4398216873,Smart Farming
W4398241625,Causality (physics)
W4398241625,Clinical Event Prediction
W4398241625,Interpretable Models
W4398241625,Machine Learning Interpretability
W4398241625,Model Interpretability
W4398241625,Visual Explanations
W4398243979,Adversarial Examples
W4398243979,Anomaly (physics)
W4398243979,Defenses
W4398243979,Federated Learning
W4398762581,Cross-Modal Retrieval
W4398762581,Feature Matching
W4398762581,Foreground Segmentation
W4398762581,Multimodal Indexing
W4398762581,Multiple Object Tracking
W4398768748,Data Analysis
W4398768748,Data-Driven Modeling
W4398768748,Model Reduction
W4398768748,Partial Differential Equations
W4398768748,Statistical Modeling
W4399033024,Digital Twin
W4399033024,Smart Cities
W4399033842,Influence Maximization
W4399033842,Link (geometry)
W4399033842,Multiplex
W4399033842,Network Embedding
W4399033842,Representation Learning
W4399033842,Semi-Supervised Learning
W4399033842,Social Influence
W4399073357,Bot Detection
W4399073357,Fake news
W4399073357,Machine Learning
W4399073357,Rumor Detection
W4399073357,Spam Detection
W4399073357,Text Mining
W4399095033,Deep Learning
W4399095033,Goal orientation
W4399095033,Probabilistic Roadmaps
W4399095033,Reinforcement Learning
W4399095033,Robot Navigation
W4399095033,Sampling-Based Algorithms
W4399138486,Camera Model Identification
W4399138486,Digital Forensics
W4399138486,Image Authentication
W4399138486,Image Forgery Detection
W4399138486,Resampling Detection
W4399139300,Brain-inspired Computing
W4399139300,Memristor
W4399139300,Neuromorphic Computing
W4399139300,Non-Volatile Memory
W4399139300,Photonic Reservoir Computing
W4399189200,Generative model
W4399189200,Natural hazard
W4399189200,Susceptibility Mapping
W4399247252,Conditional Generative Models
W4399247252,Diffusion MRI
W4399247252,Fiber Tractography
W4399247252,Immersed Boundary Method
W4399247252,Representation Learning
W4399265026,American Sign Language
W4399265026,Continuous Recognition
W4399265026,Gesture Recognition
W4399265026,Language Acquisition
W4399265026,Sign Language
W4399293963,Decision Analysis
W4399293963,Fuzzy Logic Systems
W4399293963,Fuzzy Rule-Based Systems
W4399293963,Group Decision Making
W4399293963,Neuro-Fuzzy Methods
W4399370694,Benchmark (surveying)
W4399370694,Constraint Handling
W4399370694,Distributed Optimization
W4399370694,Metaheuristics
W4399370694,Optimization Applications
W4399370694,Robustness (evolution)
W4399384347,Fish Behavior Analysis
W4399384347,Low-Light Enhancement
W4399384347,Object Detection
W4399384347,Underwater Imaging
W4399384347,Water Quality Monitoring
W4399385695,Constraint Handling
W4399385695,Differential evolution
W4399385695,Global Optimization
W4399385695,Harmony search
W4399385695,Nature-Inspired Algorithms
W4399385695,Optimization Applications
W4399385695,Robustness (evolution)
W4399390955,Mobile apps
W4399390955,Plant Disease Detection
W4399390955,Smart Farming
W4399439301,3D Scanning
W4399439301,Deep Learning
W4399439301,Equivariant map
W4399439301,Rotation Invariant
W4399439301,Rotational invariance
W4399439301,Shape Representation
W4399439301,Subcategory
W4399508110,Few-Shot Learning
W4399508110,Meta-Learning
W4399508110,Semi-Supervised Learning
W4399508110,Transfer Learning
W4399508110,Unsupervised Learning
W4399514805,Benchmark (surveying)
W4399514805,Constraint Handling
W4399514805,Derivative-free optimization
W4399514805,Engineering optimization
W4399514805,Hybrid Algorithms
W4399514805,Imperialist competitive algorithm
W4399514805,Nature-Inspired Algorithms
W4399514805,Optimization Applications
W4399514805,Particle Swarm Optimization
W4399514805,Swarm intelligence
W4399528666,Backpropagation Learning
W4399528666,Deep Learning
W4399528666,Deep belief network
W4399528666,Feedforward Neural Networks
W4399528666,Load Forecasting
W4399528666,Physical neural network
W4399528666,Short-Term Forecasting
W4399647325,Adaptability
W4399647325,Energy Efficiency
W4399647325,Energy Simulation
W4399647325,Load Control
W4399647325,Robustness (evolution)
W4399647329,Declaration
W4399647329,Permission
W4399647329,Permission Analysis
W4399647329,Security Analysis
W4399703985,Adversarial Examples
W4399703985,Evasion (ethics)
W4399703985,Robustness (evolution)
W4399703985,Trustworthiness
W4399732303,Analytics
W4399732303,Big Data Analytics
W4399732303,Data Analytics
W4399732303,Data analysis
W4399732303,Logistic Regression
W4399732303,Predictive Analytics
W4399750638,Implementation
W4399750638,Interpretable Models
W4399750638,Model Interpretability
W4399750638,Requirements Traceability
W4399750638,Responsibility in AI
W4399750638,Trustworthiness
W4399750638,Unintended consequences
W4399750638,Verification
W4399812200,Action Recognition
W4399812200,Continuous Recognition
W4399812200,Cross-View Recognition
W4399812200,Gesture Recognition
W4399812200,Human Activity Analysis
W4399819227,Adaptive Expertise
W4399819227,Bridge (graph theory)
W4399861297,Data Privacy
W4399861297,Differential Privacy
W4399861297,Location Privacy
W4399861297,Participatory Sensing
W4399861297,Privacy Preservation
W4399866754,Breast Cancer Diagnosis
W4399866754,Cancer Prognosis
W4399866754,Computer-Aided Detection
W4399866754,Digital Pathology
W4399866754,Medical Image Analysis
W4399891747,Data sharing
W4399891747,Differential Privacy
W4399891747,Federated Learning
W4399891747,Information leakage
W4399891747,Location Privacy
W4399891747,Privacy-Preserving Computation
W4399891747,Secure Multi-party Computation
W4399901928,Arrhythmia Detection
W4399901928,Deep Learning for EEG
W4399901928,EEG Analysis
W4399901928,Epilepsy
W4399901928,Epilepsy Detection
W4399906292,Deep Learning
W4399906292,Differential evolution
W4399906292,Generative Adversarial Networks
W4399906292,Interactive Evolutionary Computation
W4399906292,Representation Learning
W4399906580,Anomaly (physics)
W4399906580,Anomaly Detection
W4399906580,Attack Detection
W4399906580,Botnet Detection
W4399906580,Cyber-Physical Systems
W4399906580,Cyber-physical system
W4399906580,Intrusion Detection
W4399906580,Trustworthiness
W4399980490,Automated Diagnosis
W4399980490,Deep Learning
W4399980490,Diabetic Retinopathy
W4399980490,Image Analysis
W4399980490,Medical Image Analysis
W4400009431,Virtual Reality Training
W4400017284,Data Integration
W4400017284,Decision Trees
W4400017284,Graph-Based
W4400017284,Sample (material)
W4400017284,Temporal Data Mining
W4400017284,Textual Data
W4400057092,Auditory Localization
W4400057092,Continuous Recognition
W4400057092,Deep Learning
W4400184963,Graph-Based
W4400184963,Language Modeling
W4400184963,Syntax-based Translation Models
W4400184963,Topic Modeling
W4400184963,Unsupervised Approach
